A|A|113|20200701|20200731|20200810|999|SISTEMA SAC         
A|B|001|000|PE|PC|II|EC|EI|SC|SI
E|C|001|000|20200716|20200715|CT-E|0  |001431|P|00001466|0000000000000|0000000000000|0000000000000|0000000000000|1|0000000000000|0000000000000|0000000000000|N|                                                            |      |000000000000|00000000|00000035|0000000160026|0000000000000|0000000000000|0000000000000|AAA0000|F|PR|001|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000
E|I|          |1352  |000|0000000001000|00000160026|0000000000000|0000000000000|0000000000000|0000000000000|00000|0000000000000|0000000160026|0000000000000|0000000000000|0000000160026|      |CT|001|F|1466|20072020|16072020|1431|00000160026|00000000000|0
E|C|001|000|20200722|20200722|NFE |1  |001212|P|00000022|0000000000000|0000000000000|0000000000000|0000000000000|1|0000000000000|0000000000000|0000000000000|N|                                                            |      |0000000000|00000000|00000035|0000000200000|0000000000000|0000000000000|0000000000000|AAA0000|F|PR|001|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000
E|I|01000     |1556  |260|0000000200000|00000001000|0000000000000|0000000000000|0000000000000|0000000200000|00000|0000000000000|0000000000000|0000000000000|0000000000000|0000000200000|      |CM|001|F|22|22072020|22072020|1212|00000000000|00000000000|1
E|C|001|000|20200723|20200723|NFE |1  |002600|P|00000021|0000000000000|0000000000000|0000000000000|0000000000000|1|0000000000000|0000000000000|0000000000000|N|                                                            |      |0000000000|00000000|00000035|0000000500000|0000000000000|0000000000000|0000000000000|AAA0000|F|PR|001|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000
E|I|01000     |1556  |260|0000000500000|00000001000|0000000000000|0000000000000|0000000000000|0000000500000|00000|0000000000000|0000000000000|0000000000000|0000000000000|0000000500000|      |CM|001|F|21|23072020|23072020|2600|00000000000|00000000000|1
E|C|001|000|20200722|20200722|NFE |1  |003232|P|00000022|0000000000000|0000000000000|0000000000000|0000000000000|1|0000000000000|0000000000000|0000000000000|N|                                                            |      |0000000000|00000000|00000035|0000000200000|0000000000000|0000000000000|0000000000000|AAA0000|F|PR|001|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000
E|I|01000     |1556  |260|0000000200000|00000001000|0000000000000|0000000000000|0000000000000|0000000200000|00000|0000000000000|0000000000000|0000000000000|0000000000000|0000000200000|      |CM|001|F|22|22072020|22072020|3232|00000000000|00000000000|1
E|C|001|000|20200722|20200722|NFE |1  |004545|P|00000022|0000000000000|0000000000000|0000000000000|0000000000000|1|0000000000000|0000000000000|0000000000000|N|                                                            |      |0000000000|00000000|00000035|0000000200000|0000000000000|0000000000000|0000000000000|AAA0000|F|PR|001|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000
E|I|01000     |1556  |260|0000000200000|00000001000|0000000000000|0000000000000|0000000000000|0000000200000|00000|0000000000000|0000000000000|0000000000000|0000000000000|0000000200000|      |CM|001|F|22|22072020|22072020|4545|00000000000|00000000000|1
E|C|001|000|20200722|20200722|NFE |1  |006565|P|00000022|0000000000000|0000000000000|0000000000000|0000000000000|1|0000000000000|0000000000000|0000000000000|N|                                                            |      |0000000000|00000000|00000035|0000000200000|0000000000000|0000000000000|0000000000000|AAA0000|F|PR|001|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000
E|I|01000     |1556  |260|0000000200000|00000001000|0000000000000|0000000000000|0000000000000|0000000200000|00000|0000000000000|0000000000000|0000000000000|0000000000000|0000000200000|      |CM|001|F|22|22072020|22072020|6565|00000000000|00000000000|1
S|C|001|000|20200716|20200716|NFE |1  |164119|P|00000005|0000000000000|0000000000000|0000000000000|0000000000000|1|0000000000000|0000000000000|0000000000000|N|                                                            |      |0000000000|00000000|00000001|0000000062500|0000000036456|0000000004375|0000000000000|AQX0922|C|PR|001|0016505590|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000|0000000000000
S|I|101       |5101  |020|0000000025000|00000002500|00000000000|0000000000000|0000000000000|0000000036456|01200|0000000007500|0000000000000|0000000026044|0000000000000|0000000062500|      |VD|001|C|5|16072020|16072020|164119|00000001610|00000005833|1
P|E|001|000|00001466|COOPERATIVA DE TRANSPORTES BOM RETIRO   |15278561000396|9082131733        |88   |N|TRANSCOOPER CLEVELANDIA                 |Avenida Nossa Senhora Da Luz, 3278      |Centro                                  |85530000|4632522726    |              |                                                            |   |Clevelandia|0||PR
P|E|001|000|00000022|REMAISFRIO - COMERCIO DE REFRIGERA?AO LT|04054010000160|90218525-94       |2    |N|REMAISFRIO                              |Av. Tupi, 2047                          |                                        |85501000|32253227      |32253227      |                                                            |   |Pato Branco|21145||PR
P|E|001|000|00000021|COMERCIO DE COMBUSTIVEL BAIXADA LTDA    |75135822000189|3160201869        |2    |N|P. GABRIEL                              |Av. Tupi, 3451                          |Baixada Industr                         |85506000|32251033      |0             |                                                            |   |Pato Branco|28460||PR
P|C|001|000|00000005|COM. DE CEREAIS DELAMARTES LTDA         |80186406000140|1030229327        |224  |N|DELAMARTES                              |Rua Genesio Moreschi, 863               |Jd Guaraituba                           |83410000|              |              |slstorolli@uol.com.br                                       |   |Colombo|30004||PR
I|I|001|000|20200731|                                                       01000|Pimenta Em Po                                                                                                           |16    |090|UN |000100|0000000001000|00000000000| 00000000|00000|00000000000|00000000000|   00000000000000000000|00000000000000000000|                                                                            
C|C|91   |Foz Do Iguacu                           |PR|    |0000000|        01058041083040000000
C|C|94   |Tapurah                                 |MT|    |0000000|        01058051080060000000
C|C|95   |Catanduvas                              |SC|    |0000000|        01058042040040000000
C|C|96   |Imbituva                                |PR|    |0000000|        01058041101020000000
C|C|97   |Sao Jose Do Ouro                        |RS|    |0000000|        01058043186060000000
C|C|98   |Mariopolis                              |PR|    |0000000|        01058041153090000000
C|C|99   |Campo Ere                               |SC|    |0000000|        01058042035010000000
C|C|100  |Vitorino                                |PR|    |0000000|        01058041287080000000
C|C|101  |Itapejara d Oeste                       |PR|    |0000000|        01058041112090000000
C|C|102  |Quedas Do Iguacu                        |PR|    |0000000|        01058041209030000000
C|C|105  |Tubarao                                 |SC|    |0000000|        01058042187070000000
C|C|113  |Ibema                                   |PR|    |0000000|        01058041097570000000
C|C|114  |Tres Passos                             |RS|    |0000000|        01058043219070000000
C|C|115  |Eneas Marques                           |PR|    |0000000|        01058041074050000000
C|C|116  |Inacio Martins                          |PR|    |0000000|        01058041102010000000
C|C|117  |Irati                                   |PR|    |0000000|        01058041107060000000
C|C|119  |Mangueirinha                            |PR|    |0000000|        01058041144010000000
C|C|122  |Bocaiúva Do Sul                         |PR|    |0000000|        01058041031070000000
C|C|124  |Turvo                                   |PR|    |0000000|        01058041279650000000
C|C|125  |Renascenca                              |PR|    |0000000|        01058041216040000000
C|C|128  |Abelardo Luz                            |SC|    |0000000|        01058042001010000000
C|C|129  |Palmeira                                |PR|    |0000000|        01058041177010000000
C|C|130  |Sobradinho                              |DF|    |0000000|        01058029307740000000
C|C|132  |Tijucas Do Sul                          |SC|    |0000000|        01058041276010000000
C|C|135  |Tucurui                                 |PA|    |0000000|        01058015081000000000
C|C|137  |Tijucas                                 |SC|    |0000000|        01058042180040000000
C|C|140  |Araucaria                               |PR|    |0000000|        01058041018040000000
C|C|142  |Prudentopolis                           |PR|    |0000000|        01058041206060000000
C|C|151  |Quilombo                                |SC|    |0000000|        01058042142010000000
C|C|152  |Sao Lourenco Doeste                     |SC|    |0000000|        01058042169090000000
C|C|153  |Pinhalao                                |PR|    |0000000|        01058041192020000000
C|C|155  |Xinguara                                |PA|    |0000000|        01058015084070000000
C|C|157  |Cantagalo                               |PR|    |0000000|        01058041044510000000
C|C|158  |Cantagalo                               |PR|    |0000000|        01058041044510000000
C|C|160  |Vilhena                                 |RO|    |0000000|        01058011003040000000
C|C|161  |Ivaipora                                |PR|    |0000000|        01058041115060000000
C|C|162  |Guaratuba                               |PR|    |0000000|        01058041096090000000
C|C|164  |Reserva                                 |PR|    |0000000|        01058041217030000000
C|C|166  |Terra Nova                              |MT|    |0000000|        01058026152010000000
C|C|169  |Varzea Grande                           |MT|    |0000000|        01058051084020000000
C|C|170  |Santa Cecilia                           |SC|    |0000000|        01058042155050000000
C|C|173  |Tabapora                                |MT|    |0000000|        01058051079410000000
C|C|177  |Paicandu                                |PR|    |0000000|        01058041175030000000
C|C|178  |Guaira                                  |PR|    |0000000|        01058041088090000000
C|C|179  |Tailandia                               |PA|    |0000000|        01058015079530000000
C|C|180  |Sao Doming.Do Capim                     |PA|    |0000000|        01058015072010000000
C|C|181  |Sao Jose Rio Claro                      |MT|    |0000000|        01058051073050000000
C|C|185  |Sete Quedas                             |MS|    |0000000|        01058050077030000000
C|C|187  |Ulianopolis                             |PA|    |0000000|        01058015081260000000
C|C|191  |Sao Franc.De Paula                      |RS|    |0000000|        01058043182000000000
C|C|196  |Tupanci                                 |RS|    |0000000|        01058043221860000000
C|C|198  |Santo Expedito Sul                      |RS|    |0000000|        01058043179540000000
C|C|202  |Bituruna                                |PR|    |0000000|        01058041029010000000
C|C|204  |Concordia                               |SC|    |0000000|        01058042043010000000
C|C|206  |Belem                                   |PA|    |0000000|        01058015014020000000
C|C|207  |Pitanga                                 |PR|    |0000000|        01058041196080000000
C|C|208  |Itupiranga                              |PA|    |0000000|        01058015037050000000
C|C|209  |Ananindeua                              |PA|    |0000000|        01058015008000000000
C|C|210  |Jaguariaiva                             |PR|    |0000000|        01058041120090000000
C|C|211  |Blumenau                                |SC|    |0000000|        01058042024040000000
C|C|212  |Arenapolis                              |MT|    |0000000|        01058051013080000000
C|C|213  |Paranagua                               |PR|    |0000000|        01058041182040000000
C|C|214  |Cacador                                 |SC|    |0000000|        01058042030060000000
C|C|215  |Santana                                 |AP|    |0000000|        01058016006000000000
C|C|216  |Sao Jorge Doeste                        |PR|    |0000000|        01058041252090000000
C|C|217  |Breu Branco                             |PA|    |0000000|        01058015017820000000
C|C|218  |Almirante Tamandare                     |PR|    |0000000|        01058041004000000000
C|C|219  |Caieiras                                |SP|    |0000000|        01058035090070000000
C|C|220  |Candoi                                  |PR|    |0000000|        01058041044280000000
C|C|221  |Sao Jose Dos Campos                     |SP|    |0000000|        01058035499040000000
C|C|224  |Colombo                                 |PR|    |0000000|        01058041058050000000
C|C|225  |Pinhais                                 |PR|    |0000000|        01058041191520000000
C|C|226  |Arapongas                               |PR|    |0000000|        01058041015070000000
C|C|227  |Dois Vizinhos                           |PR|    |0000000|        01058041072070000000
C|C|229  |Rio Branco Do Sul                       |PR|    |0000000|        01058041222060000000
C|C|230  |Campo Largo                             |PR|    |0000000|        01058041042040000000
C|C|231  |Itaperuçu                               |PR|    |0000000|        01058041112580000000
C|C|234  |General Carneiro                        |PR|    |0000000|        01058041085020000000
C|C|235  |Goioxim                                 |PR|    |0000000|        01058041086500000000
C|C|236  |Londrina                                |PR|    |0000000|        01058041137000000000
C|C|237  |Saudade Do Iguaçu                       |PR|    |0000000|        01058041262720000000
C|C|238  |Campina Grande Do Sul                   |PR|    |0000000|        01058041040060000000
C|C|239  |Foz Do Jordao                           |PR|    |0000000|        01058041084520000000
C|C|240  |Honorio Serpa                           |PR|    |0000000|        01058041096580000000
C|C|241  |Estaçao                                 |RS|    |0000000|        01058043075590000000
C|C|242  |Itajai                                  |SC|    |0000000|        01058042082030000000
C|C|244  |Apucarana                               |PR|    |0000000|        01058041014080000000
C|C|245  |Canoas                                  |RS|    |0000000|        01058043046060000000
C|C|246  |Cambira                                 |PR|    |0000000|        01058041038000000000
C|C|247  |Rio Bonito Do Iguaçu                    |PR|    |0000000|        01058041221560000000
C|C|248  |Santo Antonio Platin                    |PR|    |0000000|        01058041241030000000
C|C|249  |Guaraniaçu                              |PR|    |0000000|        01058041093020000000
C|C|250  |Bom Sucesso Do Sul                      |PR|    |0000000|        01058041032220000000
C|C|251  |Ibiporã                                 |PR|    |0000000|        01058041098070000000
C|C|252  |Porto Barreiro                          |PR|    |0000000|        01058041201500000000
C|C|253  |Cambé                                   |PR|    |0000000|        01058041037010000000
C|C|254  |Sertaozinho                             |SP|    |0000000|        01058035517020000000
C|C|255  |Piraquara                               |PR|    |0000000|        01058041195090000000
C|C|256  |Santo Antonio Sudoes                    |PR|    |0000000|        01058041244000000000
C|C|257  |Realeza                                 |PR|    |0000000|        01058041214060000000
C|C|258  |Santa Izabel Do Oest                    |PR|    |0000000|        01058041238080000000
C|C|260  |Vere                                    |PR|    |0000000|        01058041286090000000
C|C|261  |Igrejinha                               |RS|    |0000000|        01058043101080000000
C|C|262  |Santa Tereza Do Oest                    |PR|    |0000000|        01058041240200000000
C|C|263  |Nova Esperança                          |PR|    |0000000|        01058041169010000000
C|C|266  |Colorado                                |PR|    |0000000|        01058041059040000000
C|C|267  |Fazenda Rio Grande                      |PR|    |0000000|        01058041076520000000
C|C|268  |Portao                                  |RS|    |0000000|        01058043148030000000
C|C|269  |Xaxim                                   |SC|    |0000000|        01058042197050000000
C|C|270  |Nonoai                                  |RS|    |0000000|        01058043127080000000
C|C|271  |Planalto                                |RS|    |0000000|        01058043147040000000
C|C|273  |Urussanga                               |SC|    |0000000|        01058042190020000000
C|C|274  |Toledo                                  |PR|    |0000000|        01058041277000000000
C|C|276  |Carambei                                |PR|    |0000000|        01058041046590000000
C|C|277  |Nova Laranjeiras                        |PR|    |0000000|        01058041170570000000
C|C|278  |Jardim Alegre                           |PR|    |0000000|        01058041125040000000
C|C|279  |Marquinho                               |PR|    |0000000|        01058041154570000000
C|C|280  |Tupa                                    |SP|    |0000000|        01058035550000000000
C|C|281  |Cruzeiro Do Iguaçu                      |PR|    |0000000|        01058041065710000000
C|C|282  |Balsa Nova                              |PR|    |0000000|        01058041023070000000
C|C|284  |Paranavai                               |PR|    |0000000|        01058041184020000000
C|C|285  |Castro                                  |PR|    |0000000|        01058041049070000000
C|C|286  |Sarandi                                 |RS|    |0000000|        01058041262560000000
C|C|287  |Nova Prata Do Iguaçu                    |PR|    |0000000|        01058041172550000000
C|C|288  |Ribeirao Preto                          |SP|    |0000000|        01058035434020000000
C|C|289  |Salgado Filho                           |PR|    |0000000|        01058041228000000000
C|C|290  |Salto Do Lontra                         |PR|    |0000000|        01058041230060000000
C|C|291  |Planalto                                |PR|    |0000000|        01058041198060000000
C|C|292  |Pranchita                               |PR|    |0000000|        01058041203580000000
C|C|293  |Palmital                                |PR|    |0000000|        01058041178000000000
C|C|294  |Manfrinopolis                           |PR|    |0000000|        01058041143510000000
C|C|295  |Lindolfo Collor                         |RS|    |0000000|        01058043116270000000
C|C|296  |Pinhal De Sao Bento                     |PR|    |0000000|        01058041192510000000
C|C|297  |Tres Barras Do Parana                   |PR|    |0000000|        01058041278580000000
C|C|298  |Bom Jesus Do Sul                        |PR|    |0000000|        01058041031560000000
C|C|299  |Resende                                 |RJ|    |0000000|        01058033042010000000
C|C|300  |Betim                                   |MG|    |0000000|        01058031067050000000
C|C|301  |Coronel Domingos Soares                 |PR|    |0000000|        01058041064560000000
C|C|302  |Espigao Alto Do Iguaçu                  |PR|    |0000000|        01058041075460000000
C|C|303  |Arroio Do Meio                          |RS|    |0000000|        01058043010080000000
C|C|304  |Campo Mourao                            |PR|    |0000000|        01058041043030000000
C|C|305  |Ituporanga                              |SC|    |0000000|        01058042085000000000
C|C|306  |Reserva Do Iguacu                       |PR|    |0000000|        01058041217520000000
C|C|307  |Medianeira                              |PR|    |0000000|        01058041158040000000
C|C|308  |Sao Vendelino                           |RS|    |0000000|        01058043197520000000
C|C|309  |Passos Maia                             |SC|    |0000000|        01058042122700000000
C|C|310  |Sao Francisco Do Sul                    |SC|    |0000000|        01058042162060000000
C|C|311  |Embu                                    |SP|    |0000000|        01058035150040000000
C|C|312  |Rolandia                                |PR|    |0000000|        01058041224040000000
C|C|313  |Marechal Candido Rondon                 |PR|    |0000000|        01058041146090000000
C|C|314  |Palotina                                |PR|    |0000000|        01058041179090000000
C|C|315  |Pinhalzinho                             |SC|    |0000000|        01058042129080000000
C|C|316  |Nova Erechim                            |SC|    |0000000|        01058042114050000000
C|C|317  |Capanema                                |PR|    |0000000|        01058041045010000000
C|C|318  |Novo Horizonte                          |SC|    |0000000|        01058042116520000000
C|C|319  |Capitao Leonidas Marques                |PR|    |0000000|        01058041046000000000
C|C|320  |Perola D'oeste                          |PR|    |0000000|        01058041190040000000
C|C|321  |Indaial                                 |SC|    |0000000|        01058042075020000000
C|C|322  |Barracao                                |PR|    |0000000|        01058041026040000000
C|C|323  |Cajamar                                 |SP|    |0000000|        01058035092050000000
C|C|324  |Galvao                                  |SC|    |0000000|        01058042056050000000
C|C|325  |Roca Sales                              |RS|    |0000000|        01058043158000000000
C|C|326  |Guamiranga                              |PR|    |0000000|        01058041089570000000
C|C|327  |Bela Vista Da Caroba                    |PR|    |0000000|        01058041027520000000
C|C|328  |Ivoti                                   |RS|    |0000000|        01058043108010000000
C|C|329  |Sao Domingos                            |SC|    |0000000|        01058042161070000000
C|C|330  |Sao Cristovao Do  Sul                   |SC|    |0000000|        01058042160570000000
C|C|331  |Coronel Martins                         |SC|    |0000000|        01058042044590000000
